assists_diff,CC_diff,visionScore_diff,towerKills_diff,dragonKills_diff,won?,goldSpent,totalDamageDealtToChampions,deaths,baronKills,totalMinionsKilled,damage_per_death,damageDealtToObjectives,kills,totalHeal,win
2.56,8.0,-9.92,-1.72,-0.96,True,1462.1200000000008,3454.4400000000023,0.6799999999999997,-0.27999999999999997,-19.72,281.1049651406797,-2123.4571428571426,-1.8000000000000007,2990.2666666666673,-0.20952380952380945
-0.36,-6.44,1.68,-0.32,-0.24,True,-1368.4000000000015,-6624.960000000001,-0.27999999999999936,-0.03999999999999998,-26.760000000000005,1759.2202467532484,6639.319999999999,0.2400000000000002,1206.119999999999,0.15999999999999998
-1.24,3.96,0.0,0.48,0.04,True,1330.2400000000016,3959.5199999999986,0.8799999999999999,0.12,4.560000000000002,712.8391224570623,3411.3666666666695,1.9833333333333325,3097.9500000000016,0.19999999999999996
4.72,13.48,10.36,1.2,0.36,True,661.7111111111117,2877.3362962962965,0.4696296296296296,0.2548148148148148,-9.881481481481487,451.4953613516127,6837.750000000002,-0.13333333333333464,3448.716666666667,0.11666666666666664
1.0,1.0,-0.44,-0.52,-0.16,True,-1726.9466666666667,-2573.86074074074,0.06518518518518501,0.1837037037037037,-0.038518518518515066,-1548.026764568764,2852.600000000002,6.64,-167.72000000000116,0.07999999999999985
-0.28,-3.72,8.16,1.08,0.2,False,-1962.5759897828866,-6667.602809706259,-0.7305236270753515,0.3959131545338442,21.623243933588768,-1485.902071595072,4495.759999999998,2.12,4549.32,0.16000000000000003
0.92,1.36,3.32,-0.64,0.2,False,-748.7200000000012,-4109.0,0.6399999999999997,0.12,4.640000000000001,878.4584683966823,2836.7904761904765,-2.361904761904764,1690.0666666666662,0.28571428571428564
-1.6,-6.44,0.28,-0.96,-0.68,True,-143.11428571428587,-55.25142857142782,1.0285714285714294,-0.26857142857142857,41.177142857142854,-2188.2640078810086,-7703.919999999997,0.28000000000000114,-2126.5999999999995,-0.19999999999999996
-4.72,-7.44,-5.84,1.0,0.36,True,-1190.8509090909101,-3653.4375757575763,-1.997575757575758,0.014545454545454639,39.28848484848484,-2631.331477873978,-1091.6500000000005,0.5166666666666666,1316.750000000001,-0.09999999999999992
1.84,6.72,7.88,-1.08,0.12,True,-1680.6084656084658,-6251.533333333333,-0.1904761904761898,0.28359788359788357,-37.98730158730159,603.2994826007321,-5054.383333333333,-4.550000000000001,-3022.9333333333316,-0.1833333333333334
2.76,-6.8,-2.12,-2.08,-0.48,False,-1311.6269592476492,-3958.4932079414866,1.0062695924764888,-0.2048066875653083,-54.896551724137936,73.89714373589368,-597.0,-1.9833333333333325,-147.44999999999982,-0.033333333333333326
2.24,-5.64,-6.56,-0.6,0.0,False,827.614814814815,-1958.5792592592588,1.431111111111111,0.17185185185185187,1.725925925925921,1504.114654019183,2842.3600000000006,-1.5999999999999996,-444.0799999999999,-0.28
-7.4,-0.04,-19.68,-0.16,-0.08,False,-178.35407407407547,2773.5214814814826,0.7599999999999998,-0.1674074074074074,102.21037037037038,1615.2665962740957,9105.466666666669,-0.36666666666666803,-2745.7666666666673,0.3
-3.56,2.88,12.68,0.8,0.72,True,-333.60000000000036,-375.91999999999825,-1.96,0.27999999999999997,65.92000000000002,256.2761889853073,-1128.0166666666664,1.5333333333333323,1586.666666666666,-0.13333333333333336
0.76,0.92,-10.32,-0.08,-0.24,True,91.84000000000015,-2797.84,-0.4400000000000004,-0.24,45.44,-1341.8100451929026,-594.9523809523798,0.6380952380952376,405.56190476190477,0.30476190476190457
-2.48,-15.56,-17.64,-0.16,-0.4,True,279.52000000000044,3497.0,0.0,-0.07999999999999999,15.240000000000009,99.06498302079217,1655.483333333334,0.3999999999999968,-1221.1333333333332,0.1833333333333333
-3.52,16.84,8.96,1.08,-0.0,False,-219.40000000000146,3653.1200000000026,-0.879999999999999,0.03999999999999998,23.599999999999994,-1146.7115587653084,-2666.150000000001,-2.3833333333333346,-2939.9499999999994,0.23333333333333328
-0.48,1.4,5.52,1.84,0.28,True,3479.959999999999,11221.720000000001,-1.2400000000000002,0.12000000000000002,30.240000000000002,320.23421115921155,-2260.2,-4.066666666666668,1971.750000000001,0.09999999999999987
1.4,0.24,-3.72,-0.4,-0.32,True,-816.2712195121949,-1165.1443902439023,-1.1970731707317075,-0.29170731707317077,-30.33560975609757,586.0085320235321,-3816.2444444444445,-1.8666666666666671,-10085.8,0.0
1.6,4.96,5.32,-0.6,-0.12,True,-553.1200000000008,-5960.759999999998,0.11999999999999922,-0.2,-43.03999999999999,781.6075409035411,1604.4400000000023,3.0,-210.52000000000044,0.12
-7.84,-5.92,7.76,-1.2,0.72,False,-37.9025641025637,-5362.4882051282075,2.8061538461538458,0.35282051282051274,7.737435897435901,-1858.4015845001563,-1940.8571428571422,6.5428571428571445,-1812.419047619048,0.17142857142857126
-8.6,-1.44,5.0,-1.48,0.72,False,40.76965517241297,-7167.231724137931,-1.871724137931035,0.012413793103448284,29.651034482758618,-295.9475607725608,4982.749999999999,10.9,-1097.800000000001,0.07499999999999996
-7.04,-6.48,4.64,-2.0,0.84,False,-61.82758620689674,-4981.664827586206,0.8841379310344823,-0.05655172413793104,4.456551724137938,-1106.4054910394607,1971.7833333333324,7.333333333333333,-2831.333333333334,-0.11666666666666659
-4.24,-8.44,14.96,-0.24,1.32,False,1406.3042253521126,-3264.7622535211267,1.5216901408450703,0.5864788732394366,43.31774647887323,-268.1285220599507,5410.800000000001,2.9428571428571413,1582.2380952380954,-0.09523809523809523
